"nome","catalog_entry_key","canonical_id","categoria","subcategoria","musculos_grupos","equipamentos","locais","descricao_curta","descricao_longa","passos_execucao","respiracao","erros_comuns","seguranca_cuidados","regressao","progressao","quando_evitar","quando_adaptar","origem_conteudo","nivel_template","rotas_ok","rotas_com_fallback","rotas_vazias","estado_final_qualidade"
"Press militar com barra em pé","press_militar_com_barra_em_pe__ombros","press_militar_com_barra_em_pe","musculacao","ombros","Ombros","Barra","Casa ou ginasio conforme equipamento","Press vertical com barra feito de pé, exigindo que pernas e core estabilizem a carga acima da cabeça. Serve para treinar ombros e estabilizadores escapulares.","Press vertical com barra feito de pé, exigindo que pernas e core estabilizem a carga acima da cabeça. Serve para treinar ombros e estabilizadores escapulares.","1. Coloca a barra num suporte à altura da parte alta do peito e usa pega simétrica um pouco além dos ombros.
2. Retira a barra, dá um passo curto e fica com pés paralelos, glúteos firmes e costelas sobre a bacia.
3. Começa com a barra à frente dos ombros, cotovelos ligeiramente à frente da barra e antebraços quase verticais.
4. Afasta ligeiramente a cabeça, empurra a barra para cima e volta a colocar a cabeça entre os braços.
5. Termina com a barra sobre o meio do pé sem arquear a lombar.
6. Baixa pelo mesmo caminho até à frente dos ombros.
7. Usa menos carga se inclinares o tronco, dobrares punhos ou perderes equilíbrio.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Pratica o press vertical sentado com encosto e barra leve antes de estabilizar o peso em pé.","Aumenta gradualmente a barra mantendo glúteos, costelas e trajetória vertical estáveis em pé.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Press militar com halteres","press_militar_com_halteres__ombros","press_militar_com_halteres","musculacao","ombros","Ombros","Halteres","Casa ou ginasio conforme equipamento","Press vertical com halteres, deixando cada braço estabilizar a sua própria trajetória. Serve para treinar ombros e estabilizadores escapulares.","Press vertical com halteres, deixando cada braço estabilizar a sua própria trajetória. Serve para treinar ombros e estabilizadores escapulares.","1. Segura um halter em cada mão e leva-os à altura dos ombros, com as palmas para a frente ou ligeiramente viradas uma para a outra.
2. Fica de pé com os pés à largura da anca, ou sentado num banco com encosto, com o abdómen ativo.
3. Mantém os punhos direitos por cima dos cotovelos.
4. Empurra os halteres para cima até os braços ficarem quase estendidos por cima da cabeça.
5. Aproxima ligeiramente os halteres no topo, sem os bater; desce os halteres devagar até à altura dos ombros.
6. Mantém as costelas baixas e a lombar neutra durante toda a série.
7. Usa um banco com encosto se sentires a lombar a arquear de pé.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Press militar com barra","press_militar_com_barra__ombros","press_militar_com_barra","musculacao","ombros","Ombros","Barra","Casa ou ginasio conforme equipamento","Press vertical com barra a partir da frente dos ombros, empurrando acima da cabeça em linha controlada. Serve para o treinar com controlo.","Press vertical com barra a partir da frente dos ombros, empurrando acima da cabeça em linha controlada. Serve para o treinar com controlo.","1. Coloca a barra num suporte à altura da parte alta do peito, ou limpa-a até aos ombros com ajuda.
2. Segura a barra com pega simétrica, um pouco mais aberta que os ombros, e punhos direitos.
3. Fica de pé (ou sentado num banco com encosto) com os pés firmes e o abdómen ativo.
4. Começa com a barra apoiada na frente dos ombros e os cotovelos ligeiramente à frente da barra.
5. Empurra a barra a direito para cima, afastando ligeiramente a cabeça para a deixar passar.
6. Termina com os braços quase estendidos e a barra por cima do meio da cabeça.
7. Desce a barra devagar pelo mesmo caminho até à frente dos ombros; não arquees a lombar nem empurres com as pernas para completar a repetição.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Arnold press","arnold_press__ombros","arnold_press","musculacao","ombros","Ombros","Halteres","Casa ou ginasio conforme equipamento","Press de ombros que começa com halteres à frente do peito e roda as palmas durante a subida. Serve para o treinar com controlo. Ensina a organizar a posicao inicial, perceber a zon...","Press de ombros que começa com halteres à frente do peito e roda as palmas durante a subida. Serve para o treinar com controlo. Ensina a organizar a posicao inicial, perceber a zona que deve trabalhar e ajustar amplitude, ritmo ou apoio para aprender sem dor.","1. Senta-te num banco com encosto ou fica de pé com o abdómen ativo e os pés firmes.
2. Segura os halteres à frente dos ombros, com as palmas viradas para ti, como no fim de um curl.
3. Mantém os punhos direitos e os cotovelos à frente do corpo; empurra os halteres para cima e, ao mesmo tempo, roda as palmas para a frente.
4. Termina com os braços quase estendidos por cima da cabeça e as palmas viradas para a frente.
5. Desce devagar invertendo a rotação, até as palmas voltarem a ficar viradas para ti.
6. Mantém os ombros afastados das orelhas durante a rotação.
7. Usa carga mais leve do que num press normal, porque a rotação exige mais controlo.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Elevação lateral","elevacao_lateral__ombros","elevacao_lateral","musculacao","ombros","Ombros","Halteres","Casa ou ginasio conforme equipamento","Elevação dos braços para os lados até perto da linha dos ombros para focar o deltoide lateral. Ensina a organizar a posicao inicial, perceber a zona que deve trabalhar e ajustar am...","Elevação dos braços para os lados até perto da linha dos ombros para focar o deltoide lateral. Ensina a organizar a posicao inicial, perceber a zona que deve trabalhar e ajustar amplitude, ritmo ou apoio para aprender sem dor.","1. Fica de pé e segura um halter em cada mão ao lado do corpo, com os cotovelos ligeiramente dobrados.
2. Mantém punhos neutros e ombros afastados das orelhas.
3. Sobe os braços para os lados até perto da altura dos ombros.
4. Mantém os cotovelos ligeiramente acima ou na linha dos punhos.
5. Desce devagar sem deixar os halteres cair.
6. Usa carga leve se precisares de balançar o tronco.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Elevação frontal","elevacao_frontal__ombros","elevacao_frontal","musculacao","ombros","Ombros","Halteres","Casa ou ginasio conforme equipamento","Elevação dos braços à frente do corpo para focar o deltoide anterior. Serve para treinar ombros e estabilizadores escapulares. Ensina a organizar a posicao inicial, perceber a zona...","Elevação dos braços à frente do corpo para focar o deltoide anterior. Serve para treinar ombros e estabilizadores escapulares. Ensina a organizar a posicao inicial, perceber a zona que deve trabalhar e ajustar amplitude, ritmo ou apoio para aprender sem dor.","1. Segura os halteres à frente das coxas com punhos alinhados.
2. Mantém tronco alto e costelas controladas.
3. Sobe um ou ambos os braços à frente até perto da altura dos ombros.
4. Evita encolher os ombros ou arquear a lombar.
5. Desce devagar até à posição inicial.
6. Usa amplitude menor se houver desconforto no ombro.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Elevação posterior","elevacao_posterior__ombros","elevacao_posterior","musculacao","ombros","Ombros","Halteres","Casa ou ginasio conforme equipamento","Abertura dos braços para trás com o tronco inclinado, para isolar o deltoide posterior. Serve para treinar ombros e estabilizadores escapulares.","Abertura dos braços para trás com o tronco inclinado, para isolar o deltoide posterior. Serve para treinar ombros e estabilizadores escapulares.","1. Fica com o tronco inclinado à frente ou apoia o peito num banco inclinado.
2. Inclina o tronco à frente com a lombar neutra e deixa os braços pendurados.
3. Segura halteres leves com os braços pendurados e o pescoço relaxado.
4. Abre os braços para os lados e ligeiramente para trás, até à linha dos ombros, focando ombros posteriores e escápulas.
5. Mantém cotovelos ligeiramente dobrados e punhos neutros.
6. Para antes de encolher o pescoço; desce devagar.
7. Usa carga leve para não transformar em balanço.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Reverse fly","reverse_fly__ombros","reverse_fly","musculacao","ombros","Ombros","Halteres","Casa ou ginasio conforme equipamento","Abertura invertida com halteres e peito apoiado ou tronco inclinado, que junta as omoplatas e trabalha a parte de trás dos ombros.","Abertura invertida com halteres e peito apoiado ou tronco inclinado, que junta as omoplatas e trabalha a parte de trás dos ombros.","1. Fica com o tronco inclinado à frente ou apoia o peito num banco inclinado.
2. Se tiveres banco inclinado, apoia lá o peito para eliminar o balanço do tronco.
3. Segura halteres leves com os braços pendurados e o pescoço relaxado.
4. Abre os braços para os lados e ligeiramente para trás, até à linha dos ombros, focando ombros posteriores e escápulas.
5. Mantém cotovelos ligeiramente dobrados e punhos neutros.
6. Para antes de encolher o pescoço; desce devagar.
7. Usa carga leve para não transformar em balanço.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Face pull no cabo","face_pull_no_cabo__ombros","face_pull_no_cabo","musculacao","ombros","Ombros","Cabo alto / polia","Casa ou ginasio conforme equipamento","Puxada em direção ao rosto com cotovelos altos para treinar deltoide posterior, romboides e controlo das escápulas. Serve para treinar costas, escápulas e dorsal. Nesta lista, cont...","Puxada em direção ao rosto com cotovelos altos para treinar deltoide posterior, romboides e controlo das escápulas. Serve para treinar costas, escápulas e dorsal. Nesta lista, conta para o treino de ombros.","1. Coloca a polia do cabo na posição alta, à altura do rosto.
2. Segura a corda com pega firme e as palmas viradas uma para a outra.
3. Dá um passo atrás até haver tensão e fica com tronco alto.
4. Puxa a corda em direção ao rosto, separando ligeiramente as mãos.
5. Leva os cotovelos para trás e para fora, juntando as escápulas sem encolher o pescoço.
6. Para quando as mãos ficam perto das orelhas ou bochechas.
7. Volta devagar até os braços estenderem sem perder tensão.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Puxar com balanço do tronco.
Encolher os ombros.
Arredondar a lombar.
Puxar atrás da nuca.
Largar a fase de retorno sem controlo.","Usa um peso e uma amplitude que consigas controlar. Para se houver dor aguda, tontura, formigueiro, perda de equilíbrio ou perda de controlo.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","1","0","B_BOM_GERADO_POR_REGRAS"
"Face pull com elástico","face_pull_com_elastico__ombros","face_pull_com_elastico","musculacao","ombros","Ombros","Elásticos","Casa ou ginasio conforme equipamento","Puxada em direção ao rosto com cotovelos altos para treinar deltoide posterior, romboides e controlo das escápulas. Serve para treinar costas, escápulas e dorsal.","Puxada em direção ao rosto com cotovelos altos para treinar deltoide posterior, romboides e controlo das escápulas. Serve para treinar costas, escápulas e dorsal.","1. Prende o elástico num ponto firme à altura do rosto.
2. Segura as pontas do elástico com pega firme e as palmas viradas uma para a outra.
3. Dá um passo atrás até haver tensão e fica com tronco alto.
4. Puxa o elástico em direção ao rosto, separando ligeiramente as mãos.
5. Leva os cotovelos para trás e para fora, juntando as escápulas sem encolher o pescoço.
6. Para quando as mãos ficam perto das orelhas ou bochechas.
7. Volta devagar até os braços estenderem sem perder tensão.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Puxar com balanço do tronco.
Encolher os ombros.
Arredondar a lombar.
Puxar atrás da nuca.
Largar a fase de retorno sem controlo.","Usa um peso e uma amplitude que consigas controlar. Para se houver dor aguda, tontura, formigueiro, perda de equilíbrio ou perda de controlo.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","1","0","B_BOM_GERADO_POR_REGRAS"
"Pull-apart","pull_apart__ombros","pull_apart","musculacao","ombros","Ombros","Elásticos","Casa ou ginasio conforme equipamento","Abrir um elástico à frente do peito para aproximar escápulas e ativar deltoide posterior. Serve para treinar ombros e estabilizadores escapulares.","Abrir um elástico à frente do peito para aproximar escápulas e ativar deltoide posterior. Serve para treinar ombros e estabilizadores escapulares.","1. Fica em base estável com Elásticos controlado.
2. Mantém tronco alto, abdómen ativo e ombros afastados das orelhas.
3. Leva o peso ou os braços pela trajetória do exercício sem perder punhos alinhados.
4. Para na amplitude em que controlas o ombro sem dor.
5. Regressa devagar, controlando o retorno.
6. Reduz o peso se precisares de inclinar o tronco ou encolher o pescoço.","Inspira na fase de preparação ou de retorno e expira durante o esforço, sem prender a respiração.","Usar peso acima do que controlas.
Perder o alinhamento durante a repetição.
Encurtar a amplitude útil.
Prender a respiração.
Continuar quando o músculo alvo já não controla o movimento.","Protege ombros e punhos com um peso controlável e amplitude sem dor. Para com dor aguda no ombro, dormência no braço ou perda de controlo do peso.","Usa menos peso ou resistência, menor amplitude e um apoio estável, mantendo a trajetória descrita.","Sobe ligeiramente o peso, alonga a pausa ou desce mais devagar, alterando uma variável de cada vez.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","Evita ou adapta este exercício se houver dor aguda, instabilidade, perda de força ou limitação clínica que impeça a amplitude sem compensar.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","1","0","B_BOM_GERADO_POR_REGRAS"
