"combination","training_type","location","equipment","focus","current_notice","decision","reason","proposed_correction","applied_correction"
"martial_arts>place_dojo>karate_knees>karate","martial_arts","place_dojo","","karate_knees / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>karate_bag>karate","martial_arts","place_dojo","","karate_bag / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>karate_mobility>karate","martial_arts","place_dojo","","karate_mobility / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>karate_conditioning>karate","martial_arts","place_dojo","","karate_conditioning / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>shrimp>jiu_jitsu","martial_arts","place_dojo","","shrimp / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>grappling_bridge>jiu_jitsu","martial_arts","place_dojo","","grappling_bridge / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>technical_stand_up>jiu_jitsu","martial_arts","place_dojo","","technical_stand_up / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_rolls>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_rolls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_breakfalls>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_breakfalls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_inversions>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_inversions / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_guard>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_guard / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>guard_passing>jiu_jitsu","martial_arts","place_dojo","","guard_passing / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_grip>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_grip / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_core>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_core / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_mobility>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_mobility / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_dojo>jiu_jitsu_conditioning>jiu_jitsu","martial_arts","place_dojo","","jiu_jitsu_conditioning / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>kihon>karate","martial_arts","place_tatami","","kihon / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>kata>karate","martial_arts","place_tatami","","kata / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>kumite_technical>karate","martial_arts","place_tatami","","kumite_technical / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_shadow>karate","martial_arts","place_tatami","","karate_shadow / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_footwork>karate","martial_arts","place_tatami","","karate_footwork / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_stances>karate","martial_arts","place_tatami","","karate_stances / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_guard>karate","martial_arts","place_tatami","","karate_guard / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_punches>karate","martial_arts","place_tatami","","karate_punches / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_kicks>karate","martial_arts","place_tatami","","karate_kicks / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_blocks>karate","martial_arts","place_tatami","","karate_blocks / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_evasions>karate","martial_arts","place_tatami","","karate_evasions / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_knees>karate","martial_arts","place_tatami","","karate_knees / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_bag>karate","martial_arts","place_tatami","","karate_bag / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_mobility>karate","martial_arts","place_tatami","","karate_mobility / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>karate_conditioning>karate","martial_arts","place_tatami","","karate_conditioning / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>shrimp>jiu_jitsu","martial_arts","place_tatami","","shrimp / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>grappling_bridge>jiu_jitsu","martial_arts","place_tatami","","grappling_bridge / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>technical_stand_up>jiu_jitsu","martial_arts","place_tatami","","technical_stand_up / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_rolls>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_rolls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_breakfalls>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_breakfalls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_inversions>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_inversions / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_guard>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_guard / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>guard_passing>jiu_jitsu","martial_arts","place_tatami","","guard_passing / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_grip>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_grip / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_core>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_core / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_mobility>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_mobility / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_tatami>jiu_jitsu_conditioning>jiu_jitsu","martial_arts","place_tatami","","jiu_jitsu_conditioning / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>kihon>karate","martial_arts","place_gym","","kihon / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>kata>karate","martial_arts","place_gym","","kata / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>kumite_technical>karate","martial_arts","place_gym","","kumite_technical / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_shadow>karate","martial_arts","place_gym","","karate_shadow / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_footwork>karate","martial_arts","place_gym","","karate_footwork / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_stances>karate","martial_arts","place_gym","","karate_stances / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_guard>karate","martial_arts","place_gym","","karate_guard / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_punches>karate","martial_arts","place_gym","","karate_punches / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_kicks>karate","martial_arts","place_gym","","karate_kicks / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_blocks>karate","martial_arts","place_gym","","karate_blocks / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_evasions>karate","martial_arts","place_gym","","karate_evasions / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_knees>karate","martial_arts","place_gym","","karate_knees / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_bag>karate","martial_arts","place_gym","","karate_bag / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_mobility>karate","martial_arts","place_gym","","karate_mobility / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>karate_conditioning>karate","martial_arts","place_gym","","karate_conditioning / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>shrimp>jiu_jitsu","martial_arts","place_gym","","shrimp / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>grappling_bridge>jiu_jitsu","martial_arts","place_gym","","grappling_bridge / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>technical_stand_up>jiu_jitsu","martial_arts","place_gym","","technical_stand_up / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_rolls>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_rolls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_breakfalls>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_breakfalls / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_inversions>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_inversions / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_guard>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_guard / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>guard_passing>jiu_jitsu","martial_arts","place_gym","","guard_passing / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_grip>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_grip / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_core>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_core / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_mobility>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_mobility / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_gym>jiu_jitsu_conditioning>jiu_jitsu","martial_arts","place_gym","","jiu_jitsu_conditioning / jiu_jitsu","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>kihon>karate","martial_arts","place_home_equipped","","kihon / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>kata>karate","martial_arts","place_home_equipped","","kata / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>kumite_technical>karate","martial_arts","place_home_equipped","","kumite_technical / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_shadow>karate","martial_arts","place_home_equipped","","karate_shadow / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
"martial_arts>place_home_equipped>karate_footwork>karate","martial_arts","place_home_equipped","","karate_footwork / karate","Este catálogo específico ainda está incompleto e fica marcado para expansão futura.","NEEDS_CONTENT_IN_V099","Lacuna real de catálogo, reservada para expansão aprovada.","Criar proposta de conteúdo para v0.9.9 antes de adicionar exercícios.","Aviso específico e decisão explícita registados em v0.9.7."
